education,joiningyear,city,paymenttier,age,gender,everbenched,experienceincurrentdomain,offtime,employeeid,department
Bachelors,2015,Ratu road ,3,32,Male,No,1,5,EMP4076,Sales
Bachelors,2017,Ratu road ,3,28,Male,Yes,3,2,EMP4077,Marketing
Bachelors,2017,kanke,2,26,Female,No,4,3,EMP4078,Finance
Bachelors,2013,Lalpur,3,35,Male,No,1,7,EMP4079,IT
Bachelors,2014,Lalpur,3,33,Male,No,4,4,EMP4080,HR
Masters,2013,Lalpur,3,22,Female,Yes,0,3,EMP4081,Marketing
Bachelors,2014,Lalpur,3,27,Male,No,5,1,EMP4082,Marketing
Masters,2018,kanke,3,23,Female,No,1,5,EMP4083,Marketing
Bachelors,2013,Ratu road ,3,34,Female,Yes,2,0,EMP4084,Finance
Masters,2017,Lalpur,2,23,Male,No,1,5,EMP4085,Marketing
Bachelors,2012,Lalpur,3,36,Male,No,4,11,EMP4086,Sales
PHD,2018,kanke,3,28,Male,No,4,2,EMP4087,IT
PHD,2013,Ratu road ,3,28,Male,No,4,6,EMP4088,HR
Bachelors,2016,Ratu road ,3,33,Female,No,4,8,EMP4089,HR
Bachelors,2013,Ratu road ,3,39,Male,No,3,2,EMP4090,Finance
Bachelors,2015,kanke,3,25,Female,Yes,3,2,EMP4091,Marketing
Bachelors,2014,Lalpur,3,32,Male,No,2,3,EMP4092,HR
Bachelors,2015,Lalpur,3,23,Female,No,1,5,EMP4093,Marketing
Masters,2018,kanke,3,29,Male,No,2,0,EMP4094,HR
Bachelors,2013,Lalpur,2,24,Male,No,2,9,EMP4095,Sales
Bachelors,2012,Ratu road ,3,36,Female,No,2,12,EMP4096,Sales
Bachelors,2018,Ratu road ,3,40,Male,No,4,7,EMP4097,IT
Bachelors,2012,kanke,3,38,Female,No,1,11,EMP4098,Finance
Bachelors,2014,Ratu road ,3,22,Male,No,0,11,EMP4099,IT
Bachelors,2018,Ratu road ,3,24,Male,No,2,4,EMP4100,Sales
Bachelors,2012,Ratu road ,3,37,Male,No,5,5,EMP4101,Marketing
Bachelors,2018,Lalpur,3,40,Male,No,3,10,EMP4102,IT
Bachelors,2018,Ratu road ,3,32,Male,Yes,0,0,EMP4103,Sales
Bachelors,2012,kanke,3,28,Female,No,1,2,EMP4104,Marketing
Bachelors,2016,Lalpur,3,29,Male,Yes,5,0,EMP4105,Marketing
Bachelors,2013,Lalpur,3,25,Male,No,3,12,EMP4106,Finance
PHD,2013,Ratu road ,3,35,Male,No,3,0,EMP4107,IT
Bachelors,2015,Ratu road ,3,28,Male,No,0,4,EMP4108,Sales
Bachelors,2012,Ratu road ,3,39,Male,No,3,8,EMP4109,Sales
Bachelors,2012,Lalpur,1,35,Male,No,1,8,EMP4110,IT
Bachelors,2017,Ratu road ,3,37,Male,No,2,2,EMP4111,IT
Masters,2018,Lalpur,3,40,Female,No,2,4,EMP4112,Sales
Bachelors,2018,Ratu road ,3,23,Male,No,1,1,EMP4113,HR
Bachelors,2013,Lalpur,3,32,Male,No,2,8,EMP4114,HR
PHD,2018,kanke,3,37,Male,No,3,3,EMP4115,Finance
Bachelors,2015,Ratu road ,3,23,Female,No,1,7,EMP4116,Finance
Bachelors,2014,Lalpur,3,26,Male,No,4,2,EMP4117,Marketing
Bachelors,2017,Ratu road ,3,36,Female,No,3,0,EMP4118,Finance
Bachelors,2013,Ratu road ,3,40,Female,No,3,6,EMP4119,HR
Bachelors,2015,kanke,3,22,Male,No,0,2,EMP4120,Sales
Bachelors,2015,Ratu road ,3,30,Male,No,0,7,EMP4121,IT
Bachelors,2014,Ratu road ,3,30,Male,No,1,5,EMP4122,Marketing
Bachelors,2015,Lalpur,1,34,Female,No,3,4,EMP4123,Sales
Bachelors,2018,Ratu road ,3,27,Male,No,5,5,EMP4124,HR
Bachelors,2013,Ratu road ,1,27,Female,No,5,9,EMP4125,HR
Bachelors,2017,Lalpur,2,27,Female,No,5,9,EMP4126,Sales
Bachelors,2015,Ratu road ,3,35,Female,No,1,11,EMP4127,Sales
Bachelors,2014,kanke,3,33,Female,Yes,4,12,EMP4128,HR
Bachelors,2012,Ratu road ,3,37,Male,No,4,4,EMP4129,Marketing
Bachelors,2014,kanke,3,40,Female,No,3,1,EMP4130,Finance
Bachelors,2015,Lalpur,2,25,Female,No,3,9,EMP4131,Finance
Bachelors,2017,Lalpur,2,34,Male,No,2,4,EMP4132,IT
Bachelors,2017,kanke,3,40,Male,No,1,11,EMP4133,HR
Masters,2018,kanke,3,34,Male,No,2,4,EMP4134,Finance
Bachelors,2013,Lalpur,3,33,Male,No,5,11,EMP4135,IT
Bachelors,2016,Ratu road ,3,22,Female,No,0,1,EMP4136,Finance
Bachelors,2015,Lalpur,2,36,Female,No,1,5,EMP4137,IT
Bachelors,2012,Ratu road ,3,38,Male,No,2,9,EMP4138,Sales
Bachelors,2013,Lalpur,3,25,Female,No,3,5,EMP4139,Marketing
Bachelors,2017,Ratu road ,3,37,Male,No,3,2,EMP4140,IT
Bachelors,2016,Ratu road ,3,25,Female,No,3,4,EMP4141,IT
Bachelors,2015,Lalpur,2,40,Female,Yes,0,6,EMP4142,IT
Bachelors,2013,Ratu road ,3,26,Female,No,4,6,EMP4143,Marketing
Masters,2015,Lalpur,1,23,Female,No,1,11,EMP4144,Finance
Bachelors,2014,Ratu road ,3,22,Male,No,0,6,EMP4145,Marketing
Masters,2017,kanke,2,34,Male,Yes,2,0,EMP4146,Finance
Masters,2017,kanke,3,35,Female,No,2,12,EMP4147,Marketing
Bachelors,2014,Lalpur,3,23,Male,No,1,3,EMP4148,Sales
Bachelors,2015,Ratu road ,3,29,Male,No,2,7,EMP4149,Sales
Bachelors,2015,Lalpur,3,32,Female,No,1,8,EMP4150,Sales
Bachelors,2015,Ratu road ,3,26,Male,No,4,3,EMP4151,Finance
Bachelors,2014,Ratu road ,3,28,Male,No,3,1,EMP4152,Marketing
Masters,2015,Lalpur,2,24,Female,No,2,6,EMP4153,Marketing
Bachelors,2017,Ratu road ,3,33,Male,No,4,9,EMP4154,Sales
PHD,2016,kanke,3,22,Male,No,0,7,EMP4155,IT
Masters,2015,Lalpur,2,39,Female,No,2,5,EMP4156,Sales
Masters,2018,kanke,3,30,Female,Yes,2,0,EMP4157,Sales
Bachelors,2014,Ratu road ,3,38,Female,No,5,4,EMP4158,IT
Bachelors,2012,kanke,3,36,Female,No,4,5,EMP4159,Sales
Bachelors,2012,Lalpur,2,38,Male,No,5,0,EMP4160,Sales
Bachelors,2013,Ratu road ,3,24,Male,Yes,2,11,EMP4161,Sales
Bachelors,2016,Ratu road ,3,28,Male,No,1,3,EMP4162,HR
Bachelors,2015,Ratu road ,3,35,Female,No,0,3,EMP4163,Marketing
Bachelors,2013,kanke,3,23,Female,No,1,6,EMP4164,IT
Masters,2017,kanke,2,23,Female,No,1,12,EMP4165,Sales
Bachelors,2013,Ratu road ,3,37,Male,No,5,0,EMP4166,HR
Masters,2016,kanke,3,24,Male,No,2,3,EMP4167,Finance
Bachelors,2014,Lalpur,3,33,Male,Yes,4,1,EMP4168,Sales
Bachelors,2015,Ratu road ,3,38,Female,No,5,7,EMP4169,HR
Bachelors,2015,Lalpur,3,40,Male,Yes,0,11,EMP4170,Finance
Bachelors,2014,Ratu road ,3,34,Male,No,4,8,EMP4171,Sales
Masters,2017,kanke,2,26,Male,No,4,10,EMP4172,Finance
Bachelors,2016,Lalpur,3,25,Male,No,3,3,EMP4173,IT
Bachelors,2016,Lalpur,3,24,Female,No,2,0,EMP4174,Marketing
Bachelors,2018,Ratu road ,3,35,Male,Yes,5,3,EMP4175,Marketing
PHD,2013,kanke,3,27,Male,No,5,7,EMP4176,Marketing
Masters,2013,kanke,3,30,Female,No,3,12,EMP4177,IT
Bachelors,2015,Ratu road ,3,26,Female,No,4,1,EMP4178,Finance
Bachelors,2017,Ratu road ,3,40,Male,No,0,12,EMP4179,Sales
Masters,2017,Lalpur,2,27,Female,No,5,9,EMP4180,Marketing
Bachelors,2016,Lalpur,3,38,Male,Yes,0,3,EMP4181,Sales
Bachelors,2014,kanke,3,34,Female,No,5,2,EMP4182,Sales
Masters,2017,Lalpur,2,24,Male,No,2,8,EMP4183,HR
Bachelors,2016,Ratu road ,3,38,Male,No,4,11,EMP4184,HR
Bachelors,2014,Lalpur,1,37,Male,No,1,0,EMP4185,HR
Bachelors,2015,Ratu road ,3,22,Male,No,0,5,EMP4186,HR
Bachelors,2014,kanke,3,29,Female,No,2,3,EMP4187,IT
Bachelors,2014,Lalpur,1,37,Female,No,4,12,EMP4188,HR
Bachelors,2016,Lalpur,3,23,Male,No,1,8,EMP4189,Marketing
Bachelors,2012,kanke,3,34,Female,No,2,0,EMP4190,IT
Bachelors,2017,Ratu road ,3,28,Male,No,2,4,EMP4191,Finance
Bachelors,2012,Lalpur,3,24,Male,Yes,2,11,EMP4192,Sales
Masters,2017,Ratu road ,2,35,Female,No,0,9,EMP4193,Sales
Bachelors,2015,Ratu road ,3,30,Male,No,2,11,EMP4194,Marketing
Bachelors,2018,Ratu road ,3,33,Male,No,4,0,EMP4195,HR
Bachelors,2015,Ratu road ,3,27,Female,No,5,3,EMP4196,IT
Bachelors,2016,Ratu road ,3,32,Male,No,4,3,EMP4197,Sales
Bachelors,2014,Lalpur,3,36,Female,No,5,4,EMP4198,Sales
Bachelors,2012,Ratu road ,3,26,Male,Yes,4,8,EMP4199,HR
Bachelors,2012,Ratu road ,1,35,Male,No,4,8,EMP4200,Finance
PHD,2012,kanke,3,25,Male,No,3,9,EMP4201,IT
Masters,2013,Ratu road ,2,29,Male,No,1,1,EMP4202,IT
Bachelors,2012,Ratu road ,3,36,Female,No,3,10,EMP4203,IT
Bachelors,2013,Ratu road ,3,30,Male,No,1,8,EMP4204,Marketing
Bachelors,2017,Lalpur,2,37,Female,No,4,9,EMP4205,Sales
Bachelors,2016,Ratu road ,3,40,Male,No,0,3,EMP4206,Marketing
Bachelors,2012,Ratu road ,3,24,Male,No,2,0,EMP4207,Finance
Bachelors,2012,Ratu road ,3,32,Male,No,4,0,EMP4208,IT
Bachelors,2018,Lalpur,3,34,Male,No,0,6,EMP4209,HR
Bachelors,2014,Lalpur,3,29,Male,No,3,8,EMP4210,Finance
Bachelors,2012,Ratu road ,3,23,Female,No,1,10,EMP4211,HR
Bachelors,2017,Lalpur,3,23,Male,No,1,8,EMP4212,Marketing
Bachelors,2013,Ratu road ,3,25,Female,No,3,11,EMP4213,Marketing
Bachelors,2012,kanke,1,31,Female,No,3,0,EMP4214,IT
Masters,2017,kanke,2,23,Male,No,1,6,EMP4215,Finance
Bachelors,2014,Ratu road ,3,27,Male,No,5,7,EMP4216,IT
PHD,2015,kanke,2,39,Female,No,5,3,EMP4217,HR
Bachelors,2016,Ratu road ,3,33,Female,No,1,7,EMP4218,Sales
Bachelors,2013,Ratu road ,3,23,Male,No,1,12,EMP4219,IT
Masters,2017,kanke,2,34,Female,No,4,6,EMP4220,Sales
Bachelors,2015,Lalpur,2,37,Female,No,1,8,EMP4221,Marketing
Bachelors,2012,Ratu road ,3,23,Male,No,1,5,EMP4222,IT
Bachelors,2017,kanke,3,27,Male,No,5,12,EMP4223,Marketing
Masters,2017,Lalpur,2,38,Female,No,2,3,EMP4224,Finance
Bachelors,2014,Ratu road ,3,27,Female,No,5,8,EMP4225,Finance
Bachelors,2016,Ratu road ,3,22,Male,No,0,4,EMP4226,HR
Masters,2015,Lalpur,2,26,Female,No,4,9,EMP4227,IT
Bachelors,2012,Ratu road ,3,40,Male,No,3,9,EMP4228,Marketing
Bachelors,2016,Ratu road ,3,33,Female,No,3,3,EMP4229,Marketing
Bachelors,2014,Ratu road ,3,31,Male,No,0,3,EMP4230,IT
Bachelors,2017,Lalpur,3,33,Male,No,4,9,EMP4231,Marketing
Bachelors,2015,kanke,3,30,Male,No,5,9,EMP4232,HR
Bachelors,2015,kanke,3,33,Female,No,5,7,EMP4233,Sales
Masters,2017,kanke,3,33,Female,No,0,9,EMP4234,Marketing
Bachelors,2016,Lalpur,3,22,Male,No,0,7,EMP4235,IT
Bachelors,2012,Lalpur,3,28,Male,No,2,12,EMP4236,HR
Bachelors,2013,Ratu road ,3,36,Male,No,4,3,EMP4237,HR
Bachelors,2017,kanke,2,36,Female,No,1,3,EMP4238,HR
Bachelors,2014,Lalpur,3,31,Female,No,2,3,EMP4239,Finance
Bachelors,2013,Ratu road ,2,25,Male,No,3,3,EMP4240,Finance
Bachelors,2012,Lalpur,1,31,Male,No,4,10,EMP4241,HR
Masters,2015,Lalpur,2,39,Female,No,0,10,EMP4242,HR
Masters,2015,Ratu road ,3,26,Male,No,4,10,EMP4243,Sales
Bachelors,2017,Ratu road ,2,25,Female,No,3,1,EMP4244,IT
Bachelors,2013,Ratu road ,3,26,Male,No,4,4,EMP4245,Marketing
Bachelors,2013,kanke,3,35,Female,No,0,11,EMP4246,Sales
Bachelors,2013,Lalpur,2,28,Male,No,5,11,EMP4247,Marketing
Bachelors,2012,Ratu road ,3,32,Female,No,0,12,EMP4248,Sales
Masters,2017,kanke,2,22,Male,No,0,7,EMP4249,Marketing
Bachelors,2014,Lalpur,3,36,Female,No,5,4,EMP4250,Sales
Bachelors,2015,Ratu road ,3,38,Male,No,1,6,EMP4251,Finance
Bachelors,2014,Ratu road ,3,39,Female,No,1,4,EMP4252,Sales
Masters,2017,kanke,2,25,Female,No,3,9,EMP4253,HR
Bachelors,2016,Lalpur,3,27,Male,No,5,3,EMP4254,HR
Masters,2014,Lalpur,3,38,Male,Yes,2,5,EMP4255,Marketing
Bachelors,2012,kanke,3,22,Female,No,0,2,EMP4256,Finance
Bachelors,2013,Ratu road ,3,33,Male,No,2,0,EMP4257,IT
Bachelors,2013,Lalpur,3,24,Male,No,2,8,EMP4258,HR
Bachelors,2014,Ratu road ,3,37,Male,No,5,9,EMP4259,HR
Bachelors,2018,Lalpur,3,28,Male,Yes,0,8,EMP4260,Finance
Masters,2017,Lalpur,3,32,Male,Yes,2,4,EMP4261,Finance
PHD,2016,kanke,3,33,Male,No,0,3,EMP4262,Marketing
Bachelors,2014,kanke,3,32,Male,No,5,5,EMP4263,Sales
Bachelors,2017,Ratu road ,3,24,Male,No,2,10,EMP4264,Sales
Bachelors,2016,Ratu road ,3,27,Male,Yes,5,3,EMP4265,Marketing
Bachelors,2012,Lalpur,2,35,Female,No,2,5,EMP4266,Marketing
PHD,2013,Ratu road ,3,40,Male,No,1,0,EMP4267,Sales
Bachelors,2017,kanke,2,34,Female,No,4,8,EMP4268,IT
Bachelors,2016,kanke,3,39,Female,No,0,6,EMP4269,Sales
Bachelors,2014,Lalpur,3,26,Male,No,4,5,EMP4270,HR
Masters,2015,Lalpur,2,29,Female,No,2,6,EMP4271,IT
Bachelors,2013,Ratu road ,3,29,Male,No,4,11,EMP4272,Finance
Bachelors,2015,Lalpur,2,23,Female,Yes,1,5,EMP4273,HR
Bachelors,2015,Lalpur,3,32,Male,No,0,8,EMP4274,HR
Bachelors,2014,Lalpur,3,28,Male,Yes,4,2,EMP4275,IT
Masters,2013,kanke,2,32,Male,Yes,2,9,EMP4276,Marketing
Bachelors,2012,kanke,3,32,Female,No,0,8,EMP4277,HR
Bachelors,2013,Ratu road ,3,38,Male,No,0,7,EMP4278,Finance
PHD,2017,Lalpur,3,30,Male,No,5,5,EMP4279,Finance
PHD,2015,kanke,3,31,Male,No,3,4,EMP4280,IT
Bachelors,2012,Ratu road ,3,25,Male,No,3,8,EMP4281,Finance
Bachelors,2013,Ratu road ,3,37,Female,No,4,7,EMP4282,HR
Masters,2017,kanke,2,27,Male,No,5,3,EMP4283,Finance
Bachelors,2013,kanke,3,25,Female,No,3,10,EMP4284,IT
Bachelors,2015,Lalpur,2,22,Female,No,0,12,EMP4285,HR
Bachelors,2018,Ratu road ,3,38,Male,No,2,8,EMP4286,IT
Bachelors,2015,kanke,3,22,Male,No,0,9,EMP4287,Sales
Bachelors,2017,Lalpur,3,38,Male,No,2,4,EMP4288,Sales
PHD,2015,kanke,1,38,Male,No,5,4,EMP4289,HR
Bachelors,2016,kanke,2,26,Female,No,4,0,EMP4290,Sales
Masters,2017,kanke,2,31,Male,No,4,0,EMP4291,Finance
Masters,2014,kanke,3,28,Male,No,5,0,EMP4292,Marketing
PHD,2017,kanke,3,34,Female,No,3,8,EMP4293,Marketing
Masters,2013,Ratu road ,3,31,Male,No,2,12,EMP4294,Finance
Bachelors,2014,kanke,3,26,Female,No,4,3,EMP4295,HR
Bachelors,2013,Lalpur,3,40,Female,No,1,2,EMP4296,Marketing
Bachelors,2016,Ratu road ,3,31,Male,No,0,4,EMP4297,Finance
Bachelors,2013,Ratu road ,3,26,Female,No,4,7,EMP4298,Finance
Bachelors,2018,Lalpur,3,32,Female,No,1,5,EMP4299,Sales
Bachelors,2012,Ratu road ,3,33,Female,No,5,7,EMP4300,IT
Bachelors,2017,Ratu road ,3,25,Male,No,3,9,EMP4301,HR
Bachelors,2017,Ratu road ,3,40,Male,No,0,1,EMP4302,Finance
Masters,2013,kanke,3,31,Male,No,2,5,EMP4303,Finance
Bachelors,2015,Ratu road ,3,36,Male,No,1,9,EMP4304,HR
Bachelors,2014,Ratu road ,3,31,Male,No,5,12,EMP4305,Marketing
Bachelors,2015,Lalpur,3,22,Male,No,0,5,EMP4306,IT
Bachelors,2016,Ratu road ,3,34,Female,No,0,7,EMP4307,Marketing
PHD,2018,kanke,3,38,Female,No,5,1,EMP4308,IT
Bachelors,2015,Ratu road ,3,23,Male,Yes,1,10,EMP4309,IT
PHD,2017,Ratu road ,3,27,Male,No,5,11,EMP4310,Finance
Bachelors,2016,Ratu road ,3,34,Male,No,1,12,EMP4311,IT
Bachelors,2012,Ratu road ,3,39,Male,No,3,5,EMP4312,HR
Bachelors,2018,Ratu road ,3,24,Male,Yes,2,8,EMP4313,Marketing
Bachelors,2015,Lalpur,3,37,Female,No,1,5,EMP4314,Finance
PHD,2013,kanke,3,23,Male,No,1,2,EMP4315,Finance
Bachelors,2018,Ratu road ,3,36,Male,No,3,3,EMP4316,HR
Bachelors,2014,kanke,3,23,Male,No,1,8,EMP4317,HR
Bachelors,2012,Lalpur,3,31,Male,No,3,2,EMP4318,Finance
Bachelors,2015,Ratu road ,3,22,Male,No,0,5,EMP4319,Marketing
Bachelors,2015,Lalpur,2,24,Female,No,2,4,EMP4320,IT
Bachelors,2018,Lalpur,2,28,Female,No,4,12,EMP4321,Marketing
Bachelors,2014,Lalpur,3,33,Male,No,3,7,EMP4322,Marketing
Bachelors,2018,Ratu road ,3,35,Female,No,2,0,EMP4323,IT
Bachelors,2012,kanke,3,30,Female,Yes,1,9,EMP4324,Finance
Bachelors,2014,Ratu road ,3,28,Female,No,3,2,EMP4325,Marketing
Bachelors,2015,Ratu road ,3,22,Male,Yes,0,12,EMP4326,Finance
Bachelors,2014,Ratu road ,3,38,Male,No,3,5,EMP4327,IT
Bachelors,2014,Lalpur,3,39,Male,No,4,6,EMP4328,Marketing
PHD,2012,Ratu road ,1,38,Male,No,5,3,EMP4329,IT
Bachelors,2014,Ratu road ,3,22,Female,No,0,5,EMP4330,IT
Bachelors,2014,kanke,3,36,Female,No,5,9,EMP4331,HR
Bachelors,2015,Ratu road ,3,27,Male,No,5,12,EMP4332,HR
Bachelors,2016,Lalpur,1,32,Male,No,2,9,EMP4333,Marketing
Bachelors,2017,kanke,2,39,Female,No,2,3,EMP4334,Marketing
Bachelors,2015,Lalpur,2,36,Male,No,5,9,EMP4335,Sales
Bachelors,2018,Ratu road ,3,34,Male,Yes,5,11,EMP4336,IT
Bachelors,2015,Ratu road ,3,28,Male,No,1,0,EMP4337,IT
Bachelors,2018,Ratu road ,3,36,Female,Yes,1,9,EMP4338,Marketing
PHD,2015,kanke,3,22,Female,No,0,6,EMP4339,Marketing
Bachelors,2014,kanke,1,28,Female,No,5,12,EMP4340,Marketing
Bachelors,2016,Lalpur,2,27,Female,No,5,8,EMP4341,Marketing
Bachelors,2014,Ratu road ,1,39,Female,No,4,8,EMP4342,Marketing
Bachelors,2012,Ratu road ,3,31,Male,No,0,3,EMP4343,Marketing
Bachelors,2013,Ratu road ,3,26,Male,Yes,4,12,EMP4344,IT
Bachelors,2012,Ratu road ,3,31,Male,No,3,10,EMP4345,Marketing
Bachelors,2015,Lalpur,2,33,Female,No,2,9,EMP4346,IT
Bachelors,2017,Lalpur,2,38,Female,No,1,2,EMP4347,IT
Bachelors,2014,Lalpur,3,38,Male,No,2,1,EMP4348,IT
Bachelors,2012,Lalpur,3,32,Male,No,3,8,EMP4349,HR
Bachelors,2014,Ratu road ,3,26,Male,No,4,1,EMP4350,HR
Masters,2017,Lalpur,2,33,Female,No,2,11,EMP4351,Finance
Bachelors,2015,Ratu road ,3,34,Female,No,2,1,EMP4352,Marketing
Bachelors,2018,Lalpur,3,36,Male,Yes,1,12,EMP4353,IT
Bachelors,2014,Ratu road ,3,27,Male,No,5,11,EMP4354,Marketing
Masters,2017,Lalpur,2,27,Male,No,5,10,EMP4355,Sales
Bachelors,2017,kanke,2,40,Female,No,5,6,EMP4356,Finance
Masters,2012,Ratu road ,3,31,Female,No,4,4,EMP4357,Finance
Bachelors,2014,Ratu road ,3,22,Male,No,0,3,EMP4358,Finance
Masters,2017,kanke,2,22,Male,No,0,1,EMP4359,HR
Bachelors,2016,kanke,3,26,Female,No,4,11,EMP4360,HR
Bachelors,2017,kanke,3,28,Female,No,1,10,EMP4361,Finance
Bachelors,2014,Ratu road ,3,38,Male,Yes,5,3,EMP4362,Sales
Masters,2015,Lalpur,3,31,Male,No,0,3,EMP4363,Sales
Bachelors,2016,Ratu road ,3,24,Male,No,2,4,EMP4364,Finance
Bachelors,2015,Lalpur,2,25,Male,No,3,5,EMP4365,IT
PHD,2013,Ratu road ,3,26,Male,No,4,12,EMP4366,Marketing
Bachelors,2017,Ratu road ,3,40,Male,No,1,3,EMP4367,Marketing
Bachelors,2018,Lalpur,2,34,Female,No,4,11,EMP4368,Finance
Bachelors,2016,Ratu road ,3,32,Male,No,0,12,EMP4369,Marketing
Bachelors,2014,Lalpur,3,37,Male,No,1,10,EMP4370,IT
Bachelors,2015,Ratu road ,3,33,Male,No,3,3,EMP4371,IT
Bachelors,2016,Lalpur,3,27,Male,No,5,11,EMP4372,HR
Bachelors,2012,kanke,3,36,Male,No,3,11,EMP4373,HR
Bachelors,2013,Ratu road ,3,30,Female,No,4,4,EMP4374,HR
Masters,2017,Lalpur,2,26,Female,No,4,12,EMP4375,HR
Bachelors,2012,Ratu road ,3,23,Male,Yes,1,5,EMP4376,HR
Masters,2015,Lalpur,2,31,Female,No,2,12,EMP4377,Marketing
Bachelors,2013,Ratu road ,3,22,Male,Yes,0,12,EMP4378,Marketing
Masters,2017,kanke,2,24,Female,No,2,12,EMP4379,IT
Bachelors,2016,Ratu road ,3,37,Female,Yes,4,7,EMP4380,Sales
Masters,2018,kanke,3,35,Male,No,2,7,EMP4381,Sales
Bachelors,2013,Ratu road ,3,22,Male,No,0,7,EMP4382,Sales
Bachelors,2012,Lalpur,3,35,Male,No,5,4,EMP4383,Sales
Bachelors,2014,kanke,3,30,Female,No,3,10,EMP4384,Finance
Bachelors,2014,Ratu road ,3,30,Male,No,0,3,EMP4385,Finance
Bachelors,2014,Lalpur,3,29,Male,No,3,4,EMP4386,Finance
Masters,2017,Ratu road ,3,36,Male,No,4,9,EMP4387,Sales
Bachelors,2014,Ratu road ,3,37,Male,No,4,11,EMP4388,Sales
Bachelors,2016,Lalpur,3,40,Male,No,2,11,EMP4389,IT
Bachelors,2015,Lalpur,2,26,Female,No,4,12,EMP4390,Marketing
Masters,2017,kanke,2,26,Female,No,4,2,EMP4391,Marketing
Bachelors,2017,Ratu road ,3,38,Male,No,3,9,EMP4392,Finance
Bachelors,2014,Ratu road ,3,31,Male,No,3,2,EMP4393,Sales
Bachelors,2014,Ratu road ,3,22,Female,No,0,11,EMP4394,HR
Bachelors,2012,Lalpur,3,34,Male,No,0,4,EMP4395,Sales
Bachelors,2015,kanke,3,31,Female,No,0,3,EMP4396,Marketing
Bachelors,2012,Ratu road ,3,39,Female,No,3,2,EMP4397,HR
Masters,2018,kanke,3,33,Female,No,2,0,EMP4398,IT
Bachelors,2015,Ratu road ,3,33,Male,No,4,7,EMP4399,Sales
Bachelors,2012,Ratu road ,3,38,Male,No,4,1,EMP4400,Sales
Bachelors,2017,Lalpur,2,22,Female,No,0,1,EMP4401,HR
Bachelors,2014,Lalpur,2,32,Female,No,0,5,EMP4402,IT
Bachelors,2014,Lalpur,3,34,Male,No,5,2,EMP4403,Sales
Bachelors,2014,Ratu road ,1,31,Female,No,5,11,EMP4404,Finance
Bachelors,2016,Ratu road ,3,23,Male,No,1,2,EMP4405,Sales
Bachelors,2013,Lalpur,2,39,Female,No,1,2,EMP4406,Sales
Bachelors,2017,kanke,3,26,Male,No,4,12,EMP4407,HR
Bachelors,2013,Lalpur,2,33,Female,Yes,4,6,EMP4408,Finance
Bachelors,2013,Ratu road ,3,27,Female,No,5,10,EMP4409,Marketing
PHD,2018,kanke,3,24,Male,No,2,12,EMP4410,Finance
Bachelors,2017,Ratu road ,3,38,Male,No,1,12,EMP4411,HR
Bachelors,2017,Ratu road ,3,27,Male,No,5,8,EMP4412,HR
Bachelors,2014,Ratu road ,3,27,Female,No,5,6,EMP4413,Marketing
Bachelors,2015,Ratu road ,3,23,Male,No,1,0,EMP4414,IT
Bachelors,2014,kanke,3,26,Female,No,4,9,EMP4415,Sales
Bachelors,2016,Ratu road ,3,31,Male,No,5,10,EMP4416,HR
Bachelors,2017,Ratu road ,3,32,Female,No,3,6,EMP4417,HR
Bachelors,2015,Lalpur,2,36,Female,No,3,7,EMP4418,IT
Bachelors,2017,Ratu road ,3,28,Male,No,0,0,EMP4419,Sales
Bachelors,2017,kanke,2,31,Male,No,3,2,EMP4420,HR
Masters,2017,kanke,2,36,Female,No,3,2,EMP4421,IT
Bachelors,2014,Ratu road ,3,24,Male,No,2,6,EMP4422,Finance
Bachelors,2012,Ratu road ,3,27,Male,No,5,2,EMP4423,HR
Bachelors,2017,Ratu road ,3,28,Male,No,3,2,EMP4424,Marketing
Bachelors,2015,Lalpur,3,39,Female,No,2,0,EMP4425,HR
Bachelors,2013,Ratu road ,3,23,Female,No,1,12,EMP4426,Marketing
Bachelors,2014,Ratu road ,3,32,Male,No,1,3,EMP4427,HR
Masters,2013,kanke,3,33,Female,No,2,12,EMP4428,Marketing
Bachelors,2017,kanke,3,39,Female,No,4,7,EMP4429,HR
Masters,2017,Ratu road ,2,24,Female,No,2,7,EMP4430,Sales
Bachelors,2016,Lalpur,3,33,Male,No,2,7,EMP4431,HR
Bachelors,2016,Lalpur,2,29,Female,No,4,2,EMP4432,IT
Masters,2017,Lalpur,3,24,Female,No,2,3,EMP4433,Marketing
Masters,2015,Lalpur,3,27,Female,No,5,1,EMP4434,Finance
Masters,2013,kanke,2,35,Female,No,2,11,EMP4435,HR
Bachelors,2015,Lalpur,2,28,Female,No,2,9,EMP4436,Marketing
Bachelors,2016,Ratu road ,3,22,Male,No,0,3,EMP4437,Sales
Bachelors,2013,Ratu road ,3,39,Male,No,5,12,EMP4438,Sales
Bachelors,2014,Ratu road ,3,36,Female,No,3,12,EMP4439,Sales
Bachelors,2017,kanke,2,40,Female,No,3,7,EMP4440,IT
Bachelors,2012,kanke,3,35,Female,No,5,9,EMP4441,Marketing
Bachelors,2016,Ratu road ,3,33,Male,No,4,10,EMP4442,Sales
PHD,2018,Ratu road ,3,33,Male,No,2,3,EMP4443,Finance
Bachelors,2012,Ratu road ,3,23,Male,No,1,9,EMP4444,Marketing
Bachelors,2014,Ratu road ,3,28,Male,No,2,8,EMP4445,Finance
Bachelors,2016,Ratu road ,3,27,Male,No,5,11,EMP4446,Marketing
